text,category
Driver rash driving complaint; refund not received since last month near Old City.,Transport
Drain is blocked and sewage is overflowing; bill issue for 2 days pls.,Sanitation
College fee receipt not generated online; service not working for 48 hours.,Education
Harassment complaint needs attention - theft; refund not received from 10 AM today needs immediate attention namaskar Thanks.,Law & Order
Drain is blocked and sewage is overflowing since last week Kindly help.,Sanitation
Frequent call drops and poor signal since yesterday pls.,Telecom
Salary not received under scheme pls.,Employment
Harassment complaint needs attention; complaint not updated since yesterday high priority!,Law & Order
LPG subsidy not received from last night namaskar!,Gas
Safety issue in locality at night high priority.,Law & Order
Harassment complaint needs attention; refund not received for 3 days Kindly help.,Law & Order
Train delayed without information please resolve asap Thanks.,Railways
Employment office registration issue near Block C Kindly help.,Employment
Need correction in insurance policy details; refund not received please resolve asap Kindly help.,Insurance
Wrong cylinder delivered by agency; refund not received!,Gas
WiFi speed is very slow; support not responding since last week near Main Bazaar,Internet Services
Voltage fluctuation is damaging appliances - street light madad kijiye Kindly help.,Electricity
Pension status showing pending for long time - pension for a week near Sector 12 Thanks.,Pension
ATM cash not received but balance debited near Ring Road pls.,Banking
Medicine not available in dispensary; status pending from last night please resolve asap Kindly help.,Healthcare
Medicine not available in dispensary Thanks.,Healthcare
Road has big potholes causing accidents,Roads
WiFi speed is very slow from last night near Ward 5 needs immediate attention.,Internet Services
Ticketing machine not working in bus from 10 AM today please resolve asap bahut problem pls.,Transport
Name correction in PAN card not done - pan since last month near Station Road kripya!,Documents
Need help regarding government portal issue jaldi,Other
Requesting guidance for grievance process from last night please resolve asap Kindly help.,Other
No street cleaning in our area for 3 days!,Sanitation
Drain is blocked and sewage is overflowing near Main Bazaar pls.,Sanitation
Net banking login not working; portal error since last week near Civil Lines madad kijiye,Banking
Water pipeline leakage on the street from 10 AM today near Ring Road Thanks.,Water
Safety issue in locality at night; status pending for 3 days urgent pls.,Law & Order
Delay in pension payment every month - benefit near Gandhi Nagar,Pension
College fee receipt not generated online - admission for 2 days namaskar Kindly help.,Education
Frequent power cuts every night; service not working Kindly help.,Electricity
Flat allotment not received after approval; support not responding near Civil Lines needs immediate attention Thanks.,Housing
Wrong tax demand notice received near Main Bazaar please.,Tax
Medicine not available in dispensary; bill issue needs immediate attention Kindly help.,Healthcare
Pension status showing pending for long time; service not working near Ward 11 please resolve asap.,Pension
No street cleaning in our area Kindly help.,Sanitation
Water pipeline leakage on the street; support not responding for a week,Water
Passport verification delayed; bill issue near Civil Lines.,Documents
Flat allotment not received after approval; bill issue near Shivaji Chowk needs immediate attention.,Housing
Overcharging by vendors at station since last month pls.,Railways
Net banking login not working; refund not received since last month!,Banking
Public toilet is not maintained; portal error near Ward 11 Kindly help.,Sanitation
Hospital staff not available at counter - clinic.,Healthcare
Employment office registration issue for 48 hours near Nehru Nagar urgent please.,Employment
Wrong tax demand notice received for 48 hours Kindly help.,Tax
Requesting guidance for grievance process for 48 hours pls.,Other
Delay in pension payment every month - disbursement since last month,Pension
Broadband internet not working for a week near Shivaji Chowk.,Internet Services
Housing scheme application rejected wrongly; refund not received for a week sir/madam pls.,Housing
Frequent power cuts every night since yesterday near Nehru Nagar,Electricity
Voltage fluctuation is damaging appliances since last month near Phase 1 Kindly help.,Electricity
LPG subsidy not received - cylinder; support not responding for 3 days near Phase 1.,Gas
Street road is flooded because of bad surface; status pending near Block C.,Roads
Internet bill paid but service suspended.,Internet Services
Wrong cylinder delivered by agency; status pending,Gas
Internet bill paid but service suspended since last week,Internet Services
Overcharging by vendors at station needs immediate attention kripya,Railways
Frequent call drops and poor signal since last week near Sector 12!,Telecom
SIM not active even after recharge Thanks.,Telecom
Frequent power cuts every night from 10 AM today!,Electricity
Net banking login not working needs immediate attention Kindly help.,Banking
Internet bill paid but service suspended from 10 AM today near Nehru Nagar namaskar!,Internet Services
Name correction in PAN card not done for 2 days near Station Road madad kijiye Kindly help.,Documents
Cheque clearance taking too long please resolve asap Thanks.,Banking
Insurance claim not processed yet near Model Town.,Insurance
ATM cash not received but balance debited; portal error near Phase 1 high priority madad kijiye pls.,Banking
SIM not active even after recharge since last week,Telecom
Requesting guidance for grievance process for 48 hours please resolve asap jaldi.,Other
College fee receipt not generated online; status pending for 3 days pls.,Education
LPG subsidy not received; refund not received namaskar!,Gas
Requesting guidance for grievance process for 2 days Thanks.,Other
Overcharging by vendors at station - railway from 10 AM today near Ward 11 requesting quick action Thanks.,Railways
Doctor not present in government hospital.,Healthcare
Tax portal login problem for 3 days Thanks.,Tax
Policy document not received near Phase 1 Kindly help.,Insurance
Safety issue in locality at night near Civil Lines madad kijiye,Law & Order
Road construction left incomplete near Ward 11 kindly look into this pls.,Roads
Water pipeline leakage on the street near New Town,Water
Road has big potholes causing accidents; portal error from 10 AM today Kindly help.,Roads
Road has big potholes causing accidents since last month.,Roads
Wrong tax demand notice received since last week near Old City.,Tax
SIM not active even after recharge; status pending since yesterday near Old City.,Telecom
Salary not received under scheme; complaint not updated madad kijiye.,Employment
College fee receipt not generated online for 3 days near Civil Lines high priority.,Education
Net banking login not working high priority!,Banking
Housing scheme application rejected wrongly - maintenance; support not responding for 3 days near Main Bazaar high priority!,Housing
Policy document not received; bill issue from last night please resolve asap,Insurance
Frequent power cuts every night - transformer for 2 days kindly look into this,Electricity
Delay in pension payment every month since last month near Block A Thanks.,Pension
General complaint about public service delay kindly look into this Thanks.,Other
Safety issue in locality at night; complaint not updated from last night bahut problem pls.,Law & Order
No network coverage inside my house for 3 days!,Telecom
Requesting guidance for grievance process for 2 days kindly look into this Thanks.,Other
School has no proper drinking water and toilets Thanks.,Education
Wrong cylinder delivered by agency for 48 hours near New Town!,Gas
School has no proper drinking water and toilets!,Education
Delay in pension payment every month; complaint not updated jaldi Thanks.,Pension
Employment office registration issue pls.,Employment
Doctor not present in government hospital near Gandhi Nagar,Healthcare
Flat allotment not received after approval near Sector 21!,Housing
Safety issue in locality at night - complaint; portal error from 10 AM today near Phase 2!,Law & Order
Requesting guidance for grievance process from last night near Shivaji Chowk madad kijiye pls.,Other
Name correction in PAN card not done - pan; complaint not updated near Station Road requesting quick action Kindly help.,Documents
Need help regarding government portal issue; complaint not updated,Other
Tax portal login problem from last night near Nehru Nagar kripya Thanks.,Tax
Hospital staff not available at counter for a week.,Healthcare
No network coverage inside my house from last night near Sector 12 urgent Thanks.,Telecom
Ticketing machine not working in bus near Block C needs immediate attention,Transport
Safety issue in locality at night since last month pls.,Law & Order
Cheque clearance taking too long please resolve asap pls.,Banking
Safety issue in locality at night - harassment; complaint not updated namaskar pls.,Law & Order
Overcharging by vendors at station from last night near Phase 1 pls.,Railways
Flat allotment not received after approval from last night please resolve asap pls.,Housing
Road construction left incomplete near Main Bazaar Kindly help.,Roads
Frequent power cuts every night since yesterday please resolve asap,Electricity
Ticketing machine not working in bus urgent.,Transport
Internet bill paid but service suspended since last week near Old City needs immediate attention pls.,Internet Services
Need correction in insurance policy details; service not working from 10 AM today near Phase 1 Kindly help.,Insurance
Transformer is sparking and making noise from last night near Sector 21 please resolve asap.,Electricity
Hospital staff not available at counter; refund not received near Civil Lines please Kindly help.,Healthcare
Delay in pension payment every month for 3 days bahut problem.,Pension
Road has big potholes causing accidents since yesterday sir/madam Kindly help.,Roads
Name correction in PAN card not done for 48 hours Thanks.,Documents
Name correction in PAN card not done; bill issue since last week please!,Documents
General complaint about public service delay; portal error for 2 days near Model Town needs immediate attention Thanks.,Other
Tax portal login problem kindly look into this pls.,Tax
No water supply to our house since last month,Water
Frequent call drops and poor signal; complaint not updated bahut problem pls.,Telecom
Doctor not present in government hospital for 48 hours near MG Road!,Healthcare
Pension status showing pending for long time high priority pls.,Pension
Driver rash driving complaint; bill issue since last week near Sector 12.,Transport
Policy document not received - claim needs immediate attention bahut problem Thanks.,Insurance
Housing scheme application rejected wrongly from last night please resolve asap!,Housing
Employment office registration issue; service not working urgent Thanks.,Employment
Overcharging by vendors at station; complaint not updated from last night near Nehru Nagar sir/madam Thanks.,Railways
Need help regarding government portal issue for 3 days urgent Thanks.,Other
Frequent power cuts every night; refund not received from 10 AM today near Phase 1 Kindly help.,Electricity
Need help regarding government portal issue needs immediate attention.,Other
General complaint about public service delay; status pending from 10 AM today jaldi,Other
Public toilet is not maintained; support not responding jaldi Thanks.,Sanitation
Street road is flooded because of bad surface for 48 hours near Ward 5 pls.,Roads
Road has big potholes causing accidents kindly look into this,Roads
College fee receipt not generated online - admission from last night sir/madam Thanks.,Education
Pension status showing pending for long time for 2 days near Phase 2 needs immediate attention Thanks.,Pension
LPG subsidy not received from 10 AM today kindly look into this madad kijiye Kindly help.,Gas
GST registration issue on portal; complaint not updated for 48 hours kindly look into this Kindly help.,Tax
Delay in pension payment every month,Pension
Safety issue in locality at night; complaint not updated for 48 hours!,Law & Order
Cheque clearance taking too long; service not working since yesterday near Block C pls.,Banking
SIM not active even after recharge - signal since last week pls.,Telecom
Frequent call drops and poor signal - mobile network since yesterday high priority Thanks.,Telecom
Name correction in PAN card not done for 48 hours near Station Road namaskar Thanks.,Documents
Flat allotment not received after approval for 2 days.,Housing
School has no proper drinking water and toilets from last night near Civil Lines kripya Thanks.,Education
Electricity bill shows wrong meter reading; bill issue since last month near New Town please resolve asap.,Electricity
LPG subsidy not received near Block C high priority Kindly help.,Gas
Wrong cylinder delivered by agency; bill issue near Ward 11 Kindly help.,Gas
Train delayed without information from last night near Old City bahut problem.,Railways
LPG subsidy not received since last month near Block C Kindly help.,Gas
Aadhaar update request pending - aadhaar; refund not received for 3 days requesting quick action Kindly help.,Documents
Hospital staff not available at counter; portal error kripya Kindly help.,Healthcare
Ticketing machine not working in bus; bill issue,Transport
Voltage fluctuation is damaging appliances for 2 days near Ward 5!,Electricity
Requesting guidance for grievance process from last night near Shivaji Chowk kripya Kindly help.,Other
Broadband internet not working for 2 days near Shivaji Chowk pls.,Internet Services
Requesting guidance for grievance process near Old City kindly look into this pls.,Other
Wrong tax demand notice received near Shivaji Chowk Kindly help.,Tax
Doctor not present in government hospital near Phase 2 high priority pls.,Healthcare
Ticketing machine not working in bus - route since last month near Phase 2 high priority Thanks.,Transport
Public toilet is not maintained,Sanitation
LPG subsidy not received - booking for 2 days kindly look into this Kindly help.,Gas
Road has big potholes causing accidents.,Roads
Need correction in insurance policy details; status pending requesting quick action,Insurance
Salary not received under scheme since last week please,Employment
School has no proper drinking water and toilets for a week please resolve asap bahut problem,Education
Safety issue in locality at night near Block A pls.,Law & Order
Delay in pension payment every month - benefit since last month near Ring Road please!,Pension
Passport verification delayed for a week near New Town Thanks.,Documents
Medicine not available in dispensary - doctor; complaint not updated from last night,Healthcare
Train delayed without information from 10 AM today near Sector 21 requesting quick action pls.,Railways
No street cleaning in our area near Block A madad kijiye!,Sanitation
Salary not received under scheme for 3 days please resolve asap Thanks.,Employment
Requesting guidance for grievance process near Model Town high priority please Kindly help.,Other
Internet bill paid but service suspended for 2 days kripya Kindly help.,Internet Services
Pension status showing pending for long time since last week.,Pension
Scholarship amount not received for 48 hours requesting quick action,Education
SIM not active even after recharge pls.,Telecom
Frequent power cuts every night; complaint not updated from 10 AM today jaldi Thanks.,Electricity
Tax portal login problem requesting quick action Thanks.,Tax
Flat allotment not received after approval for a week near New Town!,Housing
General complaint about public service delay; refund not received since last week kripya!,Other
No water supply to our house kripya Kindly help.,Water
Doctor not present in government hospital - medicine since last week jaldi Thanks.,Healthcare
Train delayed without information; refund not received near Phase 1 requesting quick action Thanks.,Railways
Safety issue in locality at night from last night near Civil Lines,Law & Order
Road has big potholes causing accidents - street near Gandhi Nagar needs immediate attention pls.,Roads
Frequent call drops and poor signal - mobile network; bill issue since yesterday Kindly help.,Telecom
Internet bill paid but service suspended; support not responding for 2 days!,Internet Services
GST registration issue on portal for a week high priority madad kijiye pls.,Tax
Frequent power cuts every night since yesterday jaldi Kindly help.,Electricity
Road has big potholes causing accidents - bridge since last month near Sector 12 bahut problem Thanks.,Roads
Housing scheme application rejected wrongly near Civil Lines!,Housing
Voltage fluctuation is damaging appliances near Shivaji Chowk jaldi!,Electricity
Doctor not present in government hospital requesting quick action please Kindly help.,Healthcare
Housing scheme application rejected wrongly; support not responding.,Housing
Ticketing machine not working in bus near Ring Road Thanks.,Transport
Road construction left incomplete - footpath since last month urgent Kindly help.,Roads
Driver rash driving complaint; support not responding for 48 hours high priority Thanks.,Transport
Flat allotment not received after approval; status pending since yesterday near Nehru Nagar!,Housing
Overcharging by vendors at station - ticket; portal error from 10 AM today near Phase 2 Kindly help.,Railways
Need correction in insurance policy details; bill issue since yesterday near Phase 1.,Insurance
Public bus service delayed daily since last month near Sector 21!,Transport
Delay in pension payment every month since yesterday Thanks.,Pension
Safety issue in locality at night since yesterday please resolve asap pls.,Law & Order
Flat allotment not received after approval for 48 hours near Shivaji Chowk pls.,Housing
Frequent power cuts every night; portal error for 48 hours near Civil Lines kindly look into this pls.,Electricity
Wrong tax demand notice received for 3 days,Tax
Pension status showing pending for long time since yesterday near Phase 1 Kindly help.,Pension
Passport verification delayed Thanks.,Documents
Driver rash driving complaint near Model Town Kindly help.,Transport
Harassment complaint needs attention for 3 days!,Law & Order
Water pipeline leakage on the street for 3 days near Gandhi Nagar Kindly help.,Water
Public toilet is not maintained for a week near Gandhi Nagar!,Sanitation
Need correction in insurance policy details since last week near Phase 2!,Insurance
Overcharging by vendors at station since last week near MG Road Kindly help.,Railways
LPG subsidy not received near Gandhi Nagar!,Gas
Requesting guidance for grievance process - complaint near New Town!,Other
Street road is flooded because of bad surface for 3 days Thanks.,Roads
Electricity bill shows wrong meter reading; portal error for 48 hours near Gandhi Nagar requesting quick action Thanks.,Electricity
Public bus service delayed daily since last week near Phase 1,Transport
Water pipeline leakage on the street; bill issue for 3 days please Kindly help.,Water
Salary not received under scheme; support not responding,Employment
Insurance claim not processed yet - policy; portal error for a week near Ward 11 please,Insurance
Scholarship amount not received; status pending near Shivaji Chowk urgent jaldi!,Education
Delay in pension payment every month for 3 days near Sector 12 pls.,Pension
No network coverage inside my house near Ward 5 urgent pls.,Telecom
Wrong cylinder delivered by agency; status pending near Model Town!,Gas
Internet bill paid but service suspended near Main Bazaar.,Internet Services
Public bus service delayed daily for 3 days near Phase 1.,Transport
Need correction in insurance policy details; service not working since yesterday high priority namaskar Kindly help.,Insurance
Ticketing machine not working in bus; bill issue for 2 days high priority!,Transport
Delay in pension payment every month; bill issue for 2 days near Old City!,Pension
Need correction in insurance policy details please resolve asap Thanks.,Insurance
Insurance claim not processed yet - policy namaskar.,Insurance
Dirty water coming from taps from last night Kindly help.,Water
School has no proper drinking water and toilets requesting quick action Kindly help.,Education
Harassment complaint needs attention; support not responding for 3 days near Model Town please!,Law & Order
Salary not received under scheme for 2 days Kindly help.,Employment
Salary not received under scheme from 10 AM today near Ward 11 high priority.,Employment
Requesting guidance for grievance process - misc since last month requesting quick action jaldi pls.,Other
Aadhaar update request pending near Nehru Nagar Thanks.,Documents
Road has big potholes causing accidents; support not responding since last week near Ward 5 please resolve asap!,Roads
Passport verification delayed since last week.,Documents
Public bus service delayed daily high priority.,Transport
Transformer is sparking and making noise from 10 AM today near Model Town pls.,Electricity
Name correction in PAN card not done since yesterday needs immediate attention!,Documents
Salary not received under scheme from 10 AM today sir/madam pls.,Employment
Wrong cylinder delivered by agency for 48 hours near New Town urgent Kindly help.,Gas
Drain is blocked and sewage is overflowing - waste; service not working from last night near Ring Road,Sanitation
Public toilet is not maintained kindly look into this!,Sanitation
No water supply to our house since last week near Civil Lines urgent madad kijiye Thanks.,Water
Road construction left incomplete; status pending from last night Thanks.,Roads
College fee receipt not generated online from last night jaldi Thanks.,Education
Pension status showing pending for long time needs immediate attention Thanks.,Pension
Medicine not available in dispensary for 2 days jaldi!,Healthcare
Harassment complaint needs attention; complaint not updated near Block A!,Law & Order
Train delayed without information since yesterday near MG Road.,Railways
Road has big potholes causing accidents from 10 AM today urgent Kindly help.,Roads
School has no proper drinking water and toilets; refund not received from last night near Block C high priority.,Education
Driver rash driving complaint pls.,Transport
Dirty water coming from taps; bill issue from last night.,Water
Driver rash driving complaint for 2 days,Transport
Road has big potholes causing accidents; refund not received near Shivaji Chowk!,Roads
Wrong cylinder delivered by agency; support not responding near Gandhi Nagar needs immediate attention.,Gas
Housing scheme application rejected wrongly; refund not received for 2 days urgent jaldi Kindly help.,Housing
WiFi speed is very slow since last week pls.,Internet Services
Requesting guidance for grievance process Thanks.,Other
No network coverage inside my house; service not working near Phase 1 needs immediate attention pls.,Telecom
Need correction in insurance policy details - insurance near Shivaji Chowk needs immediate attention!,Insurance
Doctor not present in government hospital; complaint not updated since yesterday near Nehru Nagar.,Healthcare
No street cleaning in our area; complaint not updated since last month,Sanitation
Drain is blocked and sewage is overflowing since last month near Station Road urgent,Sanitation
Safety issue in locality at night.,Law & Order
Delay in pension payment every month; service not working requesting quick action bahut problem,Pension
No street cleaning in our area; bill issue,Sanitation
Requesting guidance for grievance process since last month near Ward 11 bahut problem Kindly help.,Other
Policy document not received - premium for 2 days near Old City.,Insurance
Voltage fluctuation is damaging appliances since yesterday requesting quick action pls.,Electricity
Salary not received under scheme - job for a week.,Employment
Salary not received under scheme from 10 AM today near Model Town please resolve asap Kindly help.,Employment
Need correction in insurance policy details Kindly help.,Insurance
Employment office registration issue near Civil Lines needs immediate attention.,Employment
Train delayed without information - ticket near Main Bazaar urgent.,Railways
Broadband internet not working from last night near Nehru Nagar pls.,Internet Services
Wrong tax demand notice received from 10 AM today pls.,Tax
SIM not active even after recharge from 10 AM today Thanks.,Telecom
Public toilet is not maintained; bill issue since last week near Phase 1!,Sanitation
Housing scheme application rejected wrongly; bill issue near Ward 5 needs immediate attention bahut problem Thanks.,Housing
College fee receipt not generated online.,Education
Name correction in PAN card not done; status pending from last night,Documents
School has no proper drinking water and toilets near Model Town!,Education
Delay in pension payment every month for 48 hours high priority Thanks.,Pension
No water supply to our house; portal error for 2 days.,Water
Drain is blocked and sewage is overflowing; bill issue!,Sanitation
School has no proper drinking water and toilets for 2 days Thanks.,Education
Overcharging by vendors at station from 10 AM today near Shivaji Chowk.,Railways
Tax portal login problem; bill issue near Shivaji Chowk!,Tax
SIM not active even after recharge for 3 days near Station Road Thanks.,Telecom
Housing scheme application rejected wrongly kindly look into this!,Housing
Internet bill paid but service suspended - internet down for 3 days!,Internet Services
Salary not received under scheme for 2 days bahut problem.,Employment
Net banking login not working; support not responding since yesterday near Main Bazaar Kindly help.,Banking
Driver rash driving complaint pls.,Transport
GST registration issue on portal near Old City pls.,Tax
Broadband internet not working for 3 days please resolve asap bahut problem Thanks.,Internet Services
Public toilet is not maintained; service not working near Ring Road requesting quick action Thanks.,Sanitation
Transformer is sparking and making noise near Ring Road kripya pls.,Electricity
Housing scheme application rejected wrongly from 10 AM today pls.,Housing
LPG subsidy not received; status pending since last month jaldi Thanks.,Gas
Net banking login not working since last month kindly look into this bahut problem Kindly help.,Banking
Requesting guidance for grievance process for 2 days needs immediate attention,Other
ATM cash not received but balance debited - account kindly look into this Kindly help.,Banking
Tax portal login problem from 10 AM today requesting quick action kripya pls.,Tax
Flat allotment not received after approval; complaint not updated since last week Kindly help.,Housing
Overcharging by vendors at station.,Railways
General complaint about public service delay - misc please!,Other
Train delayed without information; service not working from 10 AM today jaldi Kindly help.,Railways
Wrong tax demand notice received; portal error!,Tax
College fee receipt not generated online - school for a week near Ward 11 Kindly help.,Education
Housing scheme application rejected wrongly; service not working for a week near Sector 12 please,Housing
Insurance claim not processed yet from last night near MG Road jaldi pls.,Insurance
Frequent power cuts every night pls.,Electricity
Broadband internet not working; service not working for a week,Internet Services
Frequent call drops and poor signal kindly look into this Kindly help.,Telecom
Passport verification delayed; support not responding for 2 days near Ring Road Kindly help.,Documents
Public toilet is not maintained from 10 AM today needs immediate attention jaldi,Sanitation
Housing scheme application rejected wrongly; service not working for 2 days.,Housing
No street cleaning in our area - drain for a week Kindly help.,Sanitation
Need help regarding government portal issue; bill issue near Gandhi Nagar urgent pls.,Other
Cheque clearance taking too long for 2 days near Shivaji Chowk Kindly help.,Banking
No network coverage inside my house; portal error near Model Town.,Telecom
Water pipeline leakage on the street; support not responding for 48 hours requesting quick action!,Water
Employment office registration issue - unemployment since last month near Ward 11!,Employment
Medicine not available in dispensary; status pending since yesterday Kindly help.,Healthcare
WiFi speed is very slow for 2 days bahut problem,Internet Services
Public bus service delayed daily Thanks.,Transport
Need correction in insurance policy details for a week high priority please,Insurance
Cheque clearance taking too long; portal error since last month near Ring Road requesting quick action kripya.,Banking
Need correction in insurance policy details; refund not received!,Insurance
Harassment complaint needs attention please Kindly help.,Law & Order
Salary not received under scheme since yesterday near Nehru Nagar needs immediate attention,Employment
Internet bill paid but service suspended for a week near New Town needs immediate attention kripya,Internet Services
Public bus service delayed daily for a week Thanks.,Transport
Passport verification delayed - aadhaar,Documents
Flat allotment not received after approval from 10 AM today needs immediate attention Kindly help.,Housing
Medicine not available in dispensary; complaint not updated for 3 days near Shivaji Chowk!,Healthcare
Housing scheme application rejected wrongly - allotment; support not responding for 3 days Thanks.,Housing
GST registration issue on portal; refund not received near Old City needs immediate attention sir/madam.,Tax
Ticketing machine not working in bus since last week near Gandhi Nagar Kindly help.,Transport
Overcharging by vendors at station since yesterday needs immediate attention jaldi Thanks.,Railways
School has no proper drinking water and toilets!,Education
Medicine not available in dispensary; complaint not updated near Phase 1,Healthcare
Wrong tax demand notice received for 2 days please resolve asap jaldi.,Tax
Road has big potholes causing accidents; support not responding near Model Town madad kijiye Kindly help.,Roads
Housing scheme application rejected wrongly; bill issue for 3 days near Block C,Housing
Wrong cylinder delivered by agency madad kijiye.,Gas
Delay in pension payment every month for 3 days urgent.,Pension
Cheque clearance taking too long from 10 AM today urgent Thanks.,Banking
Electricity bill shows wrong meter reading; bill issue bahut problem Thanks.,Electricity
Wrong tax demand notice received pls.,Tax
Policy document not received for 48 hours namaskar.,Insurance
Ticketing machine not working in bus for 2 days near Model Town high priority,Transport
Street road is flooded because of bad surface; portal error near Nehru Nagar sir/madam!,Roads
Broadband internet not working since last week requesting quick action.,Internet Services
Water pipeline leakage on the street requesting quick action.,Water
College fee receipt not generated online near Ring Road Thanks.,Education
LPG subsidy not received; portal error please resolve asap bahut problem Thanks.,Gas
Dirty water coming from taps - leakage from last night near Main Bazaar Thanks.,Water
Road has big potholes causing accidents - bridge since last week near Shivaji Chowk jaldi,Roads
Doctor not present in government hospital for 48 hours near New Town.,Healthcare
Net banking login not working for 3 days near Block C requesting quick action.,Banking
Internet bill paid but service suspended - internet down since yesterday!,Internet Services
Doctor not present in government hospital - doctor kindly look into this sir/madam pls.,Healthcare
No street cleaning in our area near Ward 5 needs immediate attention namaskar,Sanitation
Hospital staff not available at counter for 48 hours pls.,Healthcare
Cheque clearance taking too long; portal error from last night pls.,Banking
Aadhaar update request pending; bill issue for 3 days Thanks.,Documents
Road has big potholes causing accidents near Ward 5 namaskar Thanks.,Roads
Need correction in insurance policy details - policy; support not responding since yesterday near MG Road sir/madam.,Insurance
Transformer is sparking and making noise from last night,Electricity
Delay in pension payment every month for 48 hours near New Town!,Pension
Policy document not received; status pending for 3 days near Sector 12.,Insurance
Doctor not present in government hospital - ambulance near MG Road Kindly help.,Healthcare
ATM cash not received but balance debited since last month Kindly help.,Banking
Passport verification delayed for a week near Sector 12 kindly look into this!,Documents
Flat allotment not received after approval; complaint not updated since yesterday!,Housing
Harassment complaint needs attention - harassment for 48 hours near Old City please resolve asap,Law & Order
GST registration issue on portal near Shivaji Chowk kindly look into this Thanks.,Tax
ATM cash not received but balance debited - account from 10 AM today near Phase 2 high priority!,Banking
LPG subsidy not received; refund not received for 2 days near Ward 5 kindly look into this Thanks.,Gas
No street cleaning in our area for 48 hours high priority,Sanitation
Harassment complaint needs attention for a week near Ring Road high priority!,Law & Order
No street cleaning in our area for 3 days,Sanitation
GST registration issue on portal near Ward 11 needs immediate attention Kindly help.,Tax
Medicine not available in dispensary; support not responding high priority kripya Kindly help.,Healthcare
Ticketing machine not working in bus near Gandhi Nagar requesting quick action pls.,Transport
Name correction in PAN card not done for 2 days pls.,Documents
Tax portal login problem; status pending since last week near Sector 21 Thanks.,Tax
Passport verification delayed; service not working sir/madam Thanks.,Documents
Insurance claim not processed yet; refund not received near Civil Lines,Insurance
Need correction in insurance policy details for a week kindly look into this!,Insurance
LPG subsidy not received Kindly help.,Gas
General complaint about public service delay; bill issue for a week near Shivaji Chowk jaldi!,Other
Drain is blocked and sewage is overflowing from 10 AM today near New Town needs immediate attention.,Sanitation
Salary not received under scheme urgent Thanks.,Employment
Ticketing machine not working in bus near Nehru Nagar pls.,Transport
Housing scheme application rejected wrongly - flat from 10 AM today near Civil Lines,Housing
Delay in pension payment every month since last week needs immediate attention.,Pension
Internet bill paid but service suspended for 2 days pls.,Internet Services
Cheque clearance taking too long - account; portal error for a week near Station Road Thanks.,Banking
College fee receipt not generated online for 2 days requesting quick action Thanks.,Education
Salary not received under scheme since last week near Sector 21 pls.,Employment
Road construction left incomplete; complaint not updated near MG Road urgent madad kijiye!,Roads
Road construction left incomplete near Old City kindly look into this.,Roads
Electricity bill shows wrong meter reading,Electricity
Electricity bill shows wrong meter reading - power cut for 3 days pls.,Electricity
Public bus service delayed daily; service not working from 10 AM today near Ring Road requesting quick action,Transport
Harassment complaint needs attention - complaint since yesterday near New Town Thanks.,Law & Order
Salary not received under scheme from last night near Block A namaskar!,Employment
Frequent call drops and poor signal near Ward 5 pls.,Telecom
Broadband internet not working; complaint not updated kindly look into this,Internet Services
Salary not received under scheme from last night near Gandhi Nagar high priority.,Employment
Dirty water coming from taps since last week requesting quick action pls.,Water
No network coverage inside my house near Nehru Nagar high priority Kindly help.,Telecom
Employment office registration issue - salary; portal error near Old City.,Employment
Broadband internet not working; support not responding Kindly help.,Internet Services
Drain is blocked and sewage is overflowing since last month near Civil Lines pls.,Sanitation
Scholarship amount not received near Shivaji Chowk sir/madam pls.,Education
Wrong cylinder delivered by agency; bill issue since yesterday near Shivaji Chowk!,Gas
Pension status showing pending for long time from last night near Model Town high priority,Pension
SIM not active even after recharge near Model Town Kindly help.,Telecom
Dirty water coming from taps - pipeline for 3 days Thanks.,Water
Overcharging by vendors at station; refund not received since last week pls.,Railways
Frequent call drops and poor signal; bill issue since last month near Model Town Thanks.,Telecom
GST registration issue on portal since yesterday pls.,Tax
Train delayed without information - station from 10 AM today near Shivaji Chowk Kindly help.,Railways
Salary not received under scheme!,Employment
Name correction in PAN card not done; portal error Thanks.,Documents
Tax portal login problem - pan linked since yesterday high priority,Tax
Ticketing machine not working in bus for a week please resolve asap pls.,Transport
LPG subsidy not received kindly look into this Kindly help.,Gas
Employment office registration issue since last month,Employment
College fee receipt not generated online near New Town.,Education
Cheque clearance taking too long - account for a week requesting quick action Kindly help.,Banking
Ticketing machine not working in bus.,Transport
Broadband internet not working from last night near Civil Lines Thanks.,Internet Services
Delay in pension payment every month since yesterday urgent Kindly help.,Pension
Wrong tax demand notice received since yesterday high priority Thanks.,Tax
No water supply to our house; bill issue for 3 days near Block A needs immediate attention.,Water
Harassment complaint needs attention - complaint since last week near Station Road.,Law & Order
No water supply to our house; refund not received for 48 hours,Water
No street cleaning in our area for 3 days kindly look into this.,Sanitation
No water supply to our house for 2 days requesting quick action pls.,Water
Drain is blocked and sewage is overflowing since yesterday pls.,Sanitation
Housing scheme application rejected wrongly for 3 days near Shivaji Chowk sir/madam!,Housing
Medicine not available in dispensary for 2 days high priority!,Healthcare
Wrong tax demand notice received since last week near Ward 11,Tax
Need correction in insurance policy details for 2 days.,Insurance
SIM not active even after recharge; status pending since last month sir/madam.,Telecom
Pension status showing pending for long time for 2 days near MG Road pls.,Pension
WiFi speed is very slow; service not working from 10 AM today near Ward 5 Kindly help.,Internet Services
